title,date,author,category,summary,content,url
جهان,2025-09-12T00:00:00,,world,,©2025 بی بی سی. بی بی سی مسئول محتوای سایت های دیگر نیست.سیاست ما درباره لینک دادن به سایت های دیگر.,https://www.bbc.com/persian/world
